지역본부,소속,선명,역이름,년,월,일,시,분,요일,역/열차,장소,세부장소,성별,나이,음주,세부내용,부상상태
대구본부,경산관리역,경부선,경산역,16,6,11,10 ,45,토,역,화장실,남자화장실,남,26,음주,경산역 남자화장실 내 의식불명의 고객을 발견 및 병원으로 이송함,경상
대구본부,대구열차승무사업소,동해선,해운대역,16,6,15,10 ,30,수,무궁화,객실,2호차 객실,남,47,무,#1775열차 2호차 51호석 이용중 착용중이던 연회색바지에 기름때가 뭍음(바지 오염),대물
대구본부,동대구관리역,경부선,동대구역,16,6,15,15 ,33,수,역,타는곳,6번 타는곳,여,61,무,#1007열차 하차후 고개를 돌리며 걷다가 승강장 기둥에 부딪힘(머리와 가슴 통증 호소),경상
대구본부,대구열차승무사업소,동해선,하양역,16,6,19,19 ,36,일,무궁화,객실출입문,3호차 객실출입문,남,20,무,#1792열차 3호차 이용중 하양역에 하차후 지갑을 두고내려 다시 열차에 올라가 지갑을 찾아 급하게 내리던 중 출입문에 부딪힘(왼쪽 손등 찰과상),경상
대구본부,경산관리역,경부선,경산역,16,6,21,9 ,31,화,역,E/S,하홈 E/S,남,38,무,#1252열차 승차를 위해 뛰어 내려가다가 E/S에서 넘어짐(오른쪽 팔 및 양쪽 무릎 찰과상),경상
대구본부,대구열차승무사업소,경부선,밀양역,16,7,3,3 ,27,일,무궁화,객차승강문,5호차 객차승강문,남,48,무,#1227열차 5호차에서 내리면서 승강문에 끼임(팔 찰과상),경상
대구본부,대구열차승무사업소,경부선,부산역,16,7,11,16 ,50,월,새마을,객실,4호차 객실,여,70,무,#1007열차 이용중 부산역 도착안내방송을 들은 후 선반위의 짐을 내리기 위해 일어나서 의자에 몸을 기대어 선반위 물건을 내리던중 의자가 회전하여 넘어짐(허리 찰과상),경상
대구본부,대구열차승무사업소,경부선,불국사역,16,7,13,17 ,33,수,무궁화,객실출입문,4호차 객실출입문,남,78,무,#1792열차 4호차 승차중 객실출입문에 부딪힘(얼굴 왼쪽 찰과상),경상
대구본부,대구관리역,경부선,대구역,16,7,14,20 ,20,목,역,E/S,공용 E/S 2호기,여,22,무,대구역 공용 E/S 2호기 이용중 뛰어올라가면서 왼쪽 발바닥이 끼임(왼쪽 발바닥 찰과상),경상
대구본부,김천구미관리역,경부선,김천구미역,16,7,15,17 ,7,금,역,이동통로,콘코스,여,38,무,#305열차 하차후 연결통로를 지나 콘코스로 들어오다가 앞고객의 캐리어 가방에 걸려 넘어짐(발목 찰과상),경상
대구본부,동대구관리역,경부선,동대구역,16,7,18,20 ,15,월,역,타는곳,"7,8번 승강장",여,65,무,#163열차 3호차 하차후 승강장에서 이동중 철거된 기둥 하단부에 걸려 넘어짐(이미 및 오른쪽 무릎 찰과상),경상
대구본부,대구열차승무사업소,경부선,영동역,16,7,19,15 ,12,화,새마을,객차승강문,4호차 객차술입문,여,32,무,#1009열차 4호차 천안역에서 승차중 승강문 계단에서 발을 접지름(오른쪽 발목 찰과상),경상
대구본부,대구시설사업소,동해선,경주역,16,7,22,11 ,25,금,기타,기타,철도지하도(경주시 도지동 소재),남,66,무,"철도지하도(경주시 도지동 소재)를 본인 승용차로 운행중 무궁화열차(#1777열차)가 지나갈때 위쪽에서 자갈이 떨어져 앞 유리가 균열됨(2개소, 10cm, 3cm)",대물
대구본부,대구열차승무사업소,경부선,청도역,16,7,24,16 ,30,일,무궁화,객실출입문,3호차 객실출입문,남,63,무,#1909열차 이용중 동대구역을 출발후 3호차 진입중 출입문이 닫히면서 오른쪽 어깨쇄골부분 부딪힘(오른쪽 어깨쇄골부분 찰과상),경상
대구본부,동대구관리역,경부선,동대구역,16,7,26,8 ,45,화,역,타는곳,1번 승강장,여,50,무,#1772열차 이용고객이 동대구역 1번 승강장에서 하차한 후 승강장 바닥의 물기로 미끌어지면서 무릎이 승강장 바닥과 접촉되어 통증호소(무릎 찰과상),경상
대구본부,동대구관리역,경부선,동대구역,16,7,28,14 ,55,목,역,E/S,"2,3번 승강장 E/S",여,9,무,"동대구역 2,3번 승강장 남쪽 E/S에서 E/S 측면에 신발(샌달)이 끼이면서 측면 브러쉬에 오른쪽 종아리 찰과상(오른쪽 종아리 찰과상, 신발파손)",경상
대구본부,구미관리역,경부선,동대구역,16,7,30,17 ,45,토,역,E/S,하선 E/S,여,8,무,#1215열차를 이용하기 위해 구미역 하선 E/S를 이용중 E/S에 부딪힘(왼쪽 발가락 찰과상),경상
대구본부,신경주관리역,동해선,경주역,16,8,1,11 ,0,월,역,계단,지하통로 계단,여,71,무,#1682열차 승차를 위해 경주역 지하통로 계단을 내려가던 중 넘어짐(오른쪽 발목 찰과상),경상
대구본부,대구열차승무사업소,경부선,수원역,16,8,2,13 ,5,화,무궁화,객차화장실,2호차 객차화장실 출입문,여,6,무,#1213열차 2호차 22호석 이용하였으며 2호차 객차화장실을 사용후 화장실출입문에 손가락이 끼임(손가락 찰과상),경상 
대구본부,동대구관리역,경부선,동대구역,16,8,5,16 ,45,금,역,E/S,"7,8번 승강장 E/S 올라오는곳",여,30,무,#149열차 하차후 E/S를 이용해서 올라오던중 앞에서 있던 고객(신용태)이 지병으로 몸이 불편한 관계로 넘어지면서 뒤에 있던 고객(김보람)이 넘어짐(오른쪽 발목 찰과상),경상
대구본부,대구열차승무사업소,경부선,대구역,16,8,6,15 ,27,토,무궁화,객실,객실,여,60,무,#1218열차 이용중 경산역 출발직후 열차가 급정차하여 넘어짐((어지러움 호소),경상
대구본부,김천구미관리역,경부선,김천역,16,8,8,7 ,45,월,역,E/S,E/S,남,45,무,#1821열차 승차를 위해 E/S를 이용하던중 고객(이승학)님이 쓰러짐으로 뒤에 있던 부인(김현미)까지 연쇄적으로 넘어짐,경상
대구본부,신경주관리역,동해선,호계역,16,8,12,16 ,53,금,역,타는곳,2번 승강장,여,63,무,#1786열차 부전->호계 구간을 이용하려던 고객이 차내에서 잠이들어 경주역 3번 승강장에서 하차하여 2번승강장으로 이동중 승강장에 넘어짐,경상
대구본부,대구열차승무사업소,동해선,부전역,16,8,15,11 ,25,월,무궁화,객차승강문,1호차 객차 승강문 계단,여,56,무,#1777열차 태화강역에서 전동휠체어를 타고 승차하여 통로에서 객실로 이동중 운전조작 미숙으로 승강대 계단아래로 휘체어와 함께 떨어짐(양쪽 팔 타박상 및 목뒤의 통증호소),경상
대구본부,동대구관리역,경부선,동대구역,16,8,19,20 ,0,금,역,맞이방,6번 출구 부근,남,76,무,동대구역 매표창구에서 승차권을 예매후에 귀가하던중 6번출구부근에서 미끄러지면서 넘어짐(오른쪽 엄지손가락 찰과상),경상
대구본부,구미관리역,경부선,구미역,16,8,20,16 ,30,토,역,E/S,하선승강장 E/S 올라오는곳,남,52,무,#1213열차 하차후 E/S에 올라오면서 핸드레일이 아닌 계단쪽 봉을 잡아 넘어짐(종아리 찰과상 및 어깨 통증 호소),경상
대구본부,구미관리역,경부선,구미역,16,8,21,13 ,50,일,역,E/S,하선승강장 E/S 올라오는곳,여,73,무,"#1301열차 하차후 E/S 올라오면서 넘어졌으나, 경미하여 귀가후 08.23일 08:50분경 병원진료를 원함(엉덩이 및 팔 찰과상)",경상
대구본부,포항관리역,동해선,포항역,16,8,22,18 ,19,월,역,E/S,1번 E/S,여,70,무,포항역에서 #816열차를 이용하기 위해 E/S 1호기를 이용중 뒤로 넘어짐,경상
대구본부,대구열차승무사업소,경부선,부산역,16,8,27,10 ,0,토,새마을,객실,4호차 7C호석,여,25,무,#1001열차 4호차 7C호석 이용중 선반위에 올려져 있던 소형상(4호차 7D호석 박호성 고객꺼)이 떨어져 머리에 부상(작은 혹)을 입음(이마 혹 발생),경상
대구본부,신경주관리역,경부선,신경주역,16,9,2,22 ,15,금,역,맞이방,맞이방,남,41,음주,"신경주역 맞이방에서 만취상태의 고객(김직)이 앞으로 넘어짐(턱아래부분 찰과상, 3cm)",경상
대구본부,동대구관리역,경부선,동대구역,16,9,4,13 ,47,일,역,E/S,1번주차장에서 E/S 올라오는곳,여,70,무,"동대구역 1번주차장에서 E/S를 이용하여 열차에 승차하기 위해 콘코스로 올라오던중 어지럼증으로 넘어짐(오른쪽 다리, 팔, 머리, 가슴 찰과상)",경상
대구본부,대구관리역,경부선,왜관역,16,8,20,14 ,40,토,역,이동통로,왜관역 지하계단,여,24,무,왜관역에서 #1211열차를 타귀위해 지하계단을 내려가던중 작업장비(휠체어리프트 고장수리)를 피하기 위해 이동중 발목을 다침(발목 찰과상),경상
대구본부,대구열차승무사업소,동해선,태화강역,16,9,5,16 ,10,월,무궁화,객실,3호차 39호석,남,63,무,#1786열차 3호차 39호석 위 에어컨 응결수 가 낙수되어 의류훼손이 됨(상·하의 의류훼손),대물
대구본부,대구관리역,경부선,대구역,16,9,7,17 ,0,수,역,E/S,상선승강장 E/S 올라오는곳,여,65,무,"대구역 도착하여 서둘러 내리는 과정에서 정신이 혼미하였으며, 상홈 E/S 이용도중 어지럼증으로 중심을 잃고 넘어짐(외상은 없었으나, 익일 병원진료를 원함)",경상
대구본부,대구열차승무사업소,경부선,영등포역,16,9,7,10 ,50,수,무궁화,객실출입문,2호차 객실출입문,여,80,무,#1204열차 영등포역에서 2호차 뒤쪽 객실자동출입문을 이용하여 하차하려던중 객실자동출입문에 왼쪽팔이 끼임(왼쪽팔 찰과상),경상
대구본부,신경주관리역,동해선,경주역,16,9,12,9 ,5,월,역,계단,지하통로 계단,남,86,무,"경주역에서 #1622열차 승차를 위해 지하계단을 내려가던 중 넘어짐(왼손 찰과상, 7mm)",경상
대구본부,대구열차승무사업소,경부선,동대구역,16,9,12,14 ,25,월,무궁화,객실,6호차 57호석 선반위,여,76,무,#1213열차 6호차 58호석 고객(구순옥)에게 선반위에 있던 6호차 57호석 고객가방(캐리어)이 떨어짐(오른쪽 어깨 찰과상),경상
대구본부,동대구관리역,경부선,동대구역,16,9,12,15 ,50,월,역,화장실,구관 남자화장실 앞 계단,남,76,무,동대구역 구관 화장실 앞 계단에서 넘어짐(오른쪽 얼굴 찰과상),경상
대구본부,대구열차승무사업소,동해선,태화강역,16,9,14,6 ,45,수,무궁화,객실출입문,2호차 객실출입문,남,31,무,#1772열차 이용고객이 태화강역에 하차하기 위해 객실을 나오다가 객실출입문에 부딪힘(안경 파손),대물
대구본부,대구열차승무사업소,경부선,추풍령역,16,9,15,7 ,42,목,무궁화,객실,5호차 객실내,여,67,무,"#1202열차 김천역에서 승차후 5호차 33호석으로 이동중 5호차 5호석에 있던 고객(황보호탁)이 급하게 내릴려던 고객과 부딪혀 넘어짐(안면 찰과상 및 머리, 눈가주위 통증)",경상
대구본부,동대구관리역,경부선,영천역,16,9,15,11 ,25,목,역,E/S,"2,3번 승강장 E/S",여,44,무,"#1781열차 승차를 위해 동대구역 2,3번 승강장 E/S를 내려오던중 다른고객의 가방(이은혜, 캐리어가방)이 굴러내여와 발목에 부딪힘(발목 찰과상)",경상
대구본부,대구관리역,경부선,수원역,16,9,19,13 ,5,월,역,계단,상홈 계단,여,23,무,"#1214열차 승차를 위해 서두르다가 상홈 승강장 내려가는 계단에서 넘어짐(무릎아래 찰과상, 발목이 꺽여 부움)",경상
대구본부,대구관리역,경부선,대구역,16,9,20,15 ,0,화,역,E/S,상홈 E/S,남,45,음주,"#1008열차 대구역 하차후 E/S 이용도중 중심을 잃고 넘어짐(머리 5cm찰과상, 엉덩이부분 찰과상)",경상
대구본부,동대구관리역,경부선,동대구역,16,9,21,22 ,32,수,역,타는곳,"7,8번 타는곳",여,71,무,"#311열차 하차후 7,8번 타는곳을 이동중 10호차 부근에서 미끄러져 넘어짐(팔, 다리, 엉덩이 찰과상)",경상
대구본부,대구열차승무사업소,경부선,서울역,16,10,1,14 ,0,토,새마을,객실출입문,2호차 객실출입문,여,,무,#1032열차 이용중 서울역에서 도착후 하차하다가 2호차 객실출입문에 끼임(팔 찰과상),경상
대구본부,대구열차승무사업소,경부선,대전역,16,10,1,19 ,50,토,새마을,객실출입문,1호차 객실출입문,남,57,무,#1031열차 1호차 객실출입문 부근에서 여행중 출입문이 열려 출입문 틈에 오른팔이 끼임(오른팔 찰과상),경상
대구본부,대구열차승무사업소,경전선,진주역,16,10,1,22 ,45,토,새마을,객실,"1, 2호차 통로",여,62,무,"#1031열차 1, 2호차 통로에 앉아 여행중 진영역 정차 직전에 큰 캐리어가방이 굴러와 고객의 왼쪽다리를 세게 가격하여 다침(왼쪽다리 찰과상)",경상
대구본부,동대구관리역,경부선,영등포역,16,10,1,23 ,30,토,역,E/S,"5,6번 승강장 E/S 올라오는 곳",남,18,무,#1271열차 동대구역 하차후 E/S를 타고 올라오던중 E/S 발판에 부딪힘(오른쪽 엄지 발가락 찰과상),경상
대구본부,김천구미관리역,경부선,구미역,16,10,15,13 ,44,토,역,E/S,하선 E/S 내려가는 곳,여,17,무,#1005열차 승차를 위해 급하게 뛰어가다가 E/S에서 넘어짐(머리 뒷부분 찰과상),경상
대구본부,대구열차승무사업소,경부선,동대구역,16,10,19,9 ,0,수,무궁화,객실출입문,2호차 객실출입문,남,61,무,#1904열차 이용중 2호차 객실출입문을 열고 닫다가 오른손 검지손가락을 다침(오른쪽 검지 손가락 3cm 찰과상),경상
대구본부,김천구미관리역,경부선,수원역,16,10,24,11 ,8,월,역,타는곳,타는곳 고객대기실,남,76,무,#1004열차를 타기 위해서는 1번홈을 이용하여야 하나 잘못 인식하여 2번홈 고객대기실에서 대기중 #1004열차가 들어오는것을 인지하고 다급하게 이동중 고객대기실 출입문에 부딪힘(얼굴 및 왼쪽 다리 찰과상),경상
대구본부,동대구관리역,경부선,구포역,16,10,27,23 ,30,목,역,타는곳,"7,8번 타는곳",남,71,무,"#311열차 승차를 위해 7,8번 승강장으로 내려가 5호차 승차위치를 찾으며 헤매다가 해당호차로 뛰어 이동하던 중 점자블럭을 밟으면서 넘어짐(눈섭부위 찰과상, 안경 흠 발생)",경상
대구본부,김천구미관리역,경부선,김천역,16,10,29,20 ,52,토,역,E/S,4번 E/S,남,58,무,2번승강장에서 승차권변경을 위해 매표창구로 가기위해 E/S를 타고 올가가던중 넘어짐(다리 찰과상),경상
대구본부,경산관리역,경부선,경산역,16,10,31,20 ,26,월,역,E/S,전면광장 E/S,여,50,음주,전면광장을 통해 후면쪽 마을로 이동중인 주민이 술이 많이 위해 전면광장 E/S를 올라오던중 균형을 잃고 넘어짐(머리 찰과상),경상
